date_key,date,year,month,quarter,day_of_week,week_of_year,year_month
20200406,2020-04-06,2020,4,2,0,15,2020-04
20200407,2020-04-07,2020,4,2,1,15,2020-04
20200408,2020-04-08,2020,4,2,2,15,2020-04
20200409,2020-04-09,2020,4,2,3,15,2020-04
20200410,2020-04-10,2020,4,2,4,15,2020-04
20200411,2020-04-11,2020,4,2,5,15,2020-04
20200412,2020-04-12,2020,4,2,6,15,2020-04
20200413,2020-04-13,2020,4,2,0,16,2020-04
20200414,2020-04-14,2020,4,2,1,16,2020-04
20200415,2020-04-15,2020,4,2,2,16,2020-04
20200416,2020-04-16,2020,4,2,3,16,2020-04
20200417,2020-04-17,2020,4,2,4,16,2020-04
20200418,2020-04-18,2020,4,2,5,16,2020-04
20200419,2020-04-19,2020,4,2,6,16,2020-04
20200420,2020-04-20,2020,4,2,0,17,2020-04
20200421,2020-04-21,2020,4,2,1,17,2020-04
20200422,2020-04-22,2020,4,2,2,17,2020-04
20200423,2020-04-23,2020,4,2,3,17,2020-04
20200424,2020-04-24,2020,4,2,4,17,2020-04
20200425,2020-04-25,2020,4,2,5,17,2020-04
20200426,2020-04-26,2020,4,2,6,17,2020-04
20200427,2020-04-27,2020,4,2,0,18,2020-04
20200428,2020-04-28,2020,4,2,1,18,2020-04
20200429,2020-04-29,2020,4,2,2,18,2020-04
20200430,2020-04-30,2020,4,2,3,18,2020-04
20200501,2020-05-01,2020,5,2,4,18,2020-05
20200502,2020-05-02,2020,5,2,5,18,2020-05
20200503,2020-05-03,2020,5,2,6,18,2020-05
20200504,2020-05-04,2020,5,2,0,19,2020-05
20200505,2020-05-05,2020,5,2,1,19,2020-05
20200506,2020-05-06,2020,5,2,2,19,2020-05
20200507,2020-05-07,2020,5,2,3,19,2020-05
20200508,2020-05-08,2020,5,2,4,19,2020-05
20200509,2020-05-09,2020,5,2,5,19,2020-05
20200510,2020-05-10,2020,5,2,6,19,2020-05
20200511,2020-05-11,2020,5,2,0,20,2020-05
20200512,2020-05-12,2020,5,2,1,20,2020-05
20200513,2020-05-13,2020,5,2,2,20,2020-05
20200514,2020-05-14,2020,5,2,3,20,2020-05
20200515,2020-05-15,2020,5,2,4,20,2020-05
20200516,2020-05-16,2020,5,2,5,20,2020-05
20200517,2020-05-17,2020,5,2,6,20,2020-05
20200518,2020-05-18,2020,5,2,0,21,2020-05
20200519,2020-05-19,2020,5,2,1,21,2020-05
20200520,2020-05-20,2020,5,2,2,21,2020-05
20200521,2020-05-21,2020,5,2,3,21,2020-05
20200522,2020-05-22,2020,5,2,4,21,2020-05
20200523,2020-05-23,2020,5,2,5,21,2020-05
20200524,2020-05-24,2020,5,2,6,21,2020-05
20200525,2020-05-25,2020,5,2,0,22,2020-05
20200526,2020-05-26,2020,5,2,1,22,2020-05
20200527,2020-05-27,2020,5,2,2,22,2020-05
20200528,2020-05-28,2020,5,2,3,22,2020-05
20200529,2020-05-29,2020,5,2,4,22,2020-05
20200530,2020-05-30,2020,5,2,5,22,2020-05
20200531,2020-05-31,2020,5,2,6,22,2020-05
20200601,2020-06-01,2020,6,2,0,23,2020-06
20200602,2020-06-02,2020,6,2,1,23,2020-06
20200603,2020-06-03,2020,6,2,2,23,2020-06
20200604,2020-06-04,2020,6,2,3,23,2020-06
20200605,2020-06-05,2020,6,2,4,23,2020-06
20200606,2020-06-06,2020,6,2,5,23,2020-06
20200607,2020-06-07,2020,6,2,6,23,2020-06
20200608,2020-06-08,2020,6,2,0,24,2020-06
20200609,2020-06-09,2020,6,2,1,24,2020-06
20200610,2020-06-10,2020,6,2,2,24,2020-06
20200611,2020-06-11,2020,6,2,3,24,2020-06
20200612,2020-06-12,2020,6,2,4,24,2020-06
20200613,2020-06-13,2020,6,2,5,24,2020-06
20200614,2020-06-14,2020,6,2,6,24,2020-06
20200615,2020-06-15,2020,6,2,0,25,2020-06
20200616,2020-06-16,2020,6,2,1,25,2020-06
20200617,2020-06-17,2020,6,2,2,25,2020-06
20200618,2020-06-18,2020,6,2,3,25,2020-06
20200619,2020-06-19,2020,6,2,4,25,2020-06
20200620,2020-06-20,2020,6,2,5,25,2020-06
20200621,2020-06-21,2020,6,2,6,25,2020-06
20200622,2020-06-22,2020,6,2,0,26,2020-06
20200623,2020-06-23,2020,6,2,1,26,2020-06
20200624,2020-06-24,2020,6,2,2,26,2020-06
20200625,2020-06-25,2020,6,2,3,26,2020-06
20200626,2020-06-26,2020,6,2,4,26,2020-06
20200627,2020-06-27,2020,6,2,5,26,2020-06
20200628,2020-06-28,2020,6,2,6,26,2020-06
20200629,2020-06-29,2020,6,2,0,27,2020-06
20200630,2020-06-30,2020,6,2,1,27,2020-06
20200701,2020-07-01,2020,7,3,2,27,2020-07
20200702,2020-07-02,2020,7,3,3,27,2020-07
20200703,2020-07-03,2020,7,3,4,27,2020-07
20200704,2020-07-04,2020,7,3,5,27,2020-07
20200705,2020-07-05,2020,7,3,6,27,2020-07
20200706,2020-07-06,2020,7,3,0,28,2020-07
20200707,2020-07-07,2020,7,3,1,28,2020-07
20200708,2020-07-08,2020,7,3,2,28,2020-07
20200709,2020-07-09,2020,7,3,3,28,2020-07
20200710,2020-07-10,2020,7,3,4,28,2020-07
20200711,2020-07-11,2020,7,3,5,28,2020-07
20200712,2020-07-12,2020,7,3,6,28,2020-07
20200713,2020-07-13,2020,7,3,0,29,2020-07
20200714,2020-07-14,2020,7,3,1,29,2020-07
20200715,2020-07-15,2020,7,3,2,29,2020-07
20200716,2020-07-16,2020,7,3,3,29,2020-07
20200717,2020-07-17,2020,7,3,4,29,2020-07
20200718,2020-07-18,2020,7,3,5,29,2020-07
20200719,2020-07-19,2020,7,3,6,29,2020-07
20200720,2020-07-20,2020,7,3,0,30,2020-07
20200721,2020-07-21,2020,7,3,1,30,2020-07
20200722,2020-07-22,2020,7,3,2,30,2020-07
20200723,2020-07-23,2020,7,3,3,30,2020-07
20200724,2020-07-24,2020,7,3,4,30,2020-07
20200725,2020-07-25,2020,7,3,5,30,2020-07
20200726,2020-07-26,2020,7,3,6,30,2020-07
20200727,2020-07-27,2020,7,3,0,31,2020-07
20200728,2020-07-28,2020,7,3,1,31,2020-07
20200729,2020-07-29,2020,7,3,2,31,2020-07
20200730,2020-07-30,2020,7,3,3,31,2020-07
20200731,2020-07-31,2020,7,3,4,31,2020-07
20200801,2020-08-01,2020,8,3,5,31,2020-08
20200802,2020-08-02,2020,8,3,6,31,2020-08
20200803,2020-08-03,2020,8,3,0,32,2020-08
20200804,2020-08-04,2020,8,3,1,32,2020-08
20200805,2020-08-05,2020,8,3,2,32,2020-08
20200806,2020-08-06,2020,8,3,3,32,2020-08
20200807,2020-08-07,2020,8,3,4,32,2020-08
20200808,2020-08-08,2020,8,3,5,32,2020-08
20200809,2020-08-09,2020,8,3,6,32,2020-08
20200810,2020-08-10,2020,8,3,0,33,2020-08
20200811,2020-08-11,2020,8,3,1,33,2020-08
20200812,2020-08-12,2020,8,3,2,33,2020-08
20200813,2020-08-13,2020,8,3,3,33,2020-08
20200814,2020-08-14,2020,8,3,4,33,2020-08
20200815,2020-08-15,2020,8,3,5,33,2020-08
20200816,2020-08-16,2020,8,3,6,33,2020-08
20200817,2020-08-17,2020,8,3,0,34,2020-08
20200818,2020-08-18,2020,8,3,1,34,2020-08
20200819,2020-08-19,2020,8,3,2,34,2020-08
20200820,2020-08-20,2020,8,3,3,34,2020-08
20200821,2020-08-21,2020,8,3,4,34,2020-08
20200822,2020-08-22,2020,8,3,5,34,2020-08
20200823,2020-08-23,2020,8,3,6,34,2020-08
20200824,2020-08-24,2020,8,3,0,35,2020-08
20200825,2020-08-25,2020,8,3,1,35,2020-08
20200826,2020-08-26,2020,8,3,2,35,2020-08
20200827,2020-08-27,2020,8,3,3,35,2020-08
20200828,2020-08-28,2020,8,3,4,35,2020-08
20200829,2020-08-29,2020,8,3,5,35,2020-08
20200830,2020-08-30,2020,8,3,6,35,2020-08
20200831,2020-08-31,2020,8,3,0,36,2020-08
20200901,2020-09-01,2020,9,3,1,36,2020-09
20200902,2020-09-02,2020,9,3,2,36,2020-09
20200903,2020-09-03,2020,9,3,3,36,2020-09
20200904,2020-09-04,2020,9,3,4,36,2020-09
20200905,2020-09-05,2020,9,3,5,36,2020-09
20200906,2020-09-06,2020,9,3,6,36,2020-09
20200907,2020-09-07,2020,9,3,0,37,2020-09
20200908,2020-09-08,2020,9,3,1,37,2020-09
20200909,2020-09-09,2020,9,3,2,37,2020-09
20200910,2020-09-10,2020,9,3,3,37,2020-09
20200911,2020-09-11,2020,9,3,4,37,2020-09
20200912,2020-09-12,2020,9,3,5,37,2020-09
20200913,2020-09-13,2020,9,3,6,37,2020-09
20200914,2020-09-14,2020,9,3,0,38,2020-09
20200915,2020-09-15,2020,9,3,1,38,2020-09
20200916,2020-09-16,2020,9,3,2,38,2020-09
20200917,2020-09-17,2020,9,3,3,38,2020-09
20200918,2020-09-18,2020,9,3,4,38,2020-09
20200919,2020-09-19,2020,9,3,5,38,2020-09
20200920,2020-09-20,2020,9,3,6,38,2020-09
20200921,2020-09-21,2020,9,3,0,39,2020-09
20200922,2020-09-22,2020,9,3,1,39,2020-09
20200923,2020-09-23,2020,9,3,2,39,2020-09
20200924,2020-09-24,2020,9,3,3,39,2020-09
20200925,2020-09-25,2020,9,3,4,39,2020-09
20200926,2020-09-26,2020,9,3,5,39,2020-09
20200927,2020-09-27,2020,9,3,6,39,2020-09
20200928,2020-09-28,2020,9,3,0,40,2020-09
20200929,2020-09-29,2020,9,3,1,40,2020-09
20200930,2020-09-30,2020,9,3,2,40,2020-09
20201001,2020-10-01,2020,10,4,3,40,2020-10
20201002,2020-10-02,2020,10,4,4,40,2020-10
20201003,2020-10-03,2020,10,4,5,40,2020-10
20201004,2020-10-04,2020,10,4,6,40,2020-10
20201005,2020-10-05,2020,10,4,0,41,2020-10
20201006,2020-10-06,2020,10,4,1,41,2020-10
20201007,2020-10-07,2020,10,4,2,41,2020-10
20201008,2020-10-08,2020,10,4,3,41,2020-10
20201009,2020-10-09,2020,10,4,4,41,2020-10
20201010,2020-10-10,2020,10,4,5,41,2020-10
20201011,2020-10-11,2020,10,4,6,41,2020-10
20201012,2020-10-12,2020,10,4,0,42,2020-10
20201013,2020-10-13,2020,10,4,1,42,2020-10
20201014,2020-10-14,2020,10,4,2,42,2020-10
20201015,2020-10-15,2020,10,4,3,42,2020-10
20201016,2020-10-16,2020,10,4,4,42,2020-10
20201017,2020-10-17,2020,10,4,5,42,2020-10
20201018,2020-10-18,2020,10,4,6,42,2020-10
20201019,2020-10-19,2020,10,4,0,43,2020-10
20201020,2020-10-20,2020,10,4,1,43,2020-10
20201021,2020-10-21,2020,10,4,2,43,2020-10
20201022,2020-10-22,2020,10,4,3,43,2020-10
20201023,2020-10-23,2020,10,4,4,43,2020-10
20201024,2020-10-24,2020,10,4,5,43,2020-10
20201025,2020-10-25,2020,10,4,6,43,2020-10
20201026,2020-10-26,2020,10,4,0,44,2020-10
20201027,2020-10-27,2020,10,4,1,44,2020-10
20201028,2020-10-28,2020,10,4,2,44,2020-10
20201029,2020-10-29,2020,10,4,3,44,2020-10
20201030,2020-10-30,2020,10,4,4,44,2020-10
20201031,2020-10-31,2020,10,4,5,44,2020-10
20201101,2020-11-01,2020,11,4,6,44,2020-11
20201102,2020-11-02,2020,11,4,0,45,2020-11
20201103,2020-11-03,2020,11,4,1,45,2020-11
20201104,2020-11-04,2020,11,4,2,45,2020-11
20201105,2020-11-05,2020,11,4,3,45,2020-11
20201106,2020-11-06,2020,11,4,4,45,2020-11
20201107,2020-11-07,2020,11,4,5,45,2020-11
20201108,2020-11-08,2020,11,4,6,45,2020-11
20201109,2020-11-09,2020,11,4,0,46,2020-11
20201110,2020-11-10,2020,11,4,1,46,2020-11
20201111,2020-11-11,2020,11,4,2,46,2020-11
20201112,2020-11-12,2020,11,4,3,46,2020-11
20201113,2020-11-13,2020,11,4,4,46,2020-11
20201114,2020-11-14,2020,11,4,5,46,2020-11
20201115,2020-11-15,2020,11,4,6,46,2020-11
20201116,2020-11-16,2020,11,4,0,47,2020-11
20201117,2020-11-17,2020,11,4,1,47,2020-11
20201118,2020-11-18,2020,11,4,2,47,2020-11
20201119,2020-11-19,2020,11,4,3,47,2020-11
20201120,2020-11-20,2020,11,4,4,47,2020-11
20201121,2020-11-21,2020,11,4,5,47,2020-11
20201122,2020-11-22,2020,11,4,6,47,2020-11
20201123,2020-11-23,2020,11,4,0,48,2020-11
20201124,2020-11-24,2020,11,4,1,48,2020-11
20201125,2020-11-25,2020,11,4,2,48,2020-11
20201126,2020-11-26,2020,11,4,3,48,2020-11
20201127,2020-11-27,2020,11,4,4,48,2020-11
20201128,2020-11-28,2020,11,4,5,48,2020-11
20201129,2020-11-29,2020,11,4,6,48,2020-11
20201130,2020-11-30,2020,11,4,0,49,2020-11
20201201,2020-12-01,2020,12,4,1,49,2020-12
20201202,2020-12-02,2020,12,4,2,49,2020-12
20201203,2020-12-03,2020,12,4,3,49,2020-12
20201204,2020-12-04,2020,12,4,4,49,2020-12
20201205,2020-12-05,2020,12,4,5,49,2020-12
20201206,2020-12-06,2020,12,4,6,49,2020-12
20201207,2020-12-07,2020,12,4,0,50,2020-12
20201208,2020-12-08,2020,12,4,1,50,2020-12
20201209,2020-12-09,2020,12,4,2,50,2020-12
20201210,2020-12-10,2020,12,4,3,50,2020-12
20201211,2020-12-11,2020,12,4,4,50,2020-12
20201212,2020-12-12,2020,12,4,5,50,2020-12
20201213,2020-12-13,2020,12,4,6,50,2020-12
20201214,2020-12-14,2020,12,4,0,51,2020-12
20201215,2020-12-15,2020,12,4,1,51,2020-12
20201216,2020-12-16,2020,12,4,2,51,2020-12
20201217,2020-12-17,2020,12,4,3,51,2020-12
20201218,2020-12-18,2020,12,4,4,51,2020-12
20201219,2020-12-19,2020,12,4,5,51,2020-12
20201220,2020-12-20,2020,12,4,6,51,2020-12
20201221,2020-12-21,2020,12,4,0,52,2020-12
20201222,2020-12-22,2020,12,4,1,52,2020-12
20201223,2020-12-23,2020,12,4,2,52,2020-12
20201224,2020-12-24,2020,12,4,3,52,2020-12
20201225,2020-12-25,2020,12,4,4,52,2020-12
20201226,2020-12-26,2020,12,4,5,52,2020-12
20201227,2020-12-27,2020,12,4,6,52,2020-12
20201228,2020-12-28,2020,12,4,0,53,2020-12
20201229,2020-12-29,2020,12,4,1,53,2020-12
20201230,2020-12-30,2020,12,4,2,53,2020-12
20201231,2020-12-31,2020,12,4,3,53,2020-12
20210101,2021-01-01,2021,1,1,4,53,2021-01
20210102,2021-01-02,2021,1,1,5,53,2021-01
20210103,2021-01-03,2021,1,1,6,53,2021-01
20210104,2021-01-04,2021,1,1,0,1,2021-01
20210105,2021-01-05,2021,1,1,1,1,2021-01
20210106,2021-01-06,2021,1,1,2,1,2021-01
20210107,2021-01-07,2021,1,1,3,1,2021-01
20210108,2021-01-08,2021,1,1,4,1,2021-01
20210109,2021-01-09,2021,1,1,5,1,2021-01
20210110,2021-01-10,2021,1,1,6,1,2021-01
20210111,2021-01-11,2021,1,1,0,2,2021-01
20210112,2021-01-12,2021,1,1,1,2,2021-01
20210113,2021-01-13,2021,1,1,2,2,2021-01
20210114,2021-01-14,2021,1,1,3,2,2021-01
20210115,2021-01-15,2021,1,1,4,2,2021-01
20210116,2021-01-16,2021,1,1,5,2,2021-01
20210117,2021-01-17,2021,1,1,6,2,2021-01
20210118,2021-01-18,2021,1,1,0,3,2021-01
20210119,2021-01-19,2021,1,1,1,3,2021-01
20210120,2021-01-20,2021,1,1,2,3,2021-01
20210121,2021-01-21,2021,1,1,3,3,2021-01
20210122,2021-01-22,2021,1,1,4,3,2021-01
20210123,2021-01-23,2021,1,1,5,3,2021-01
20210124,2021-01-24,2021,1,1,6,3,2021-01
20210125,2021-01-25,2021,1,1,0,4,2021-01
20210126,2021-01-26,2021,1,1,1,4,2021-01
20210127,2021-01-27,2021,1,1,2,4,2021-01
20210128,2021-01-28,2021,1,1,3,4,2021-01
20210129,2021-01-29,2021,1,1,4,4,2021-01
20210130,2021-01-30,2021,1,1,5,4,2021-01
20210131,2021-01-31,2021,1,1,6,4,2021-01
20210201,2021-02-01,2021,2,1,0,5,2021-02
20210202,2021-02-02,2021,2,1,1,5,2021-02
20210203,2021-02-03,2021,2,1,2,5,2021-02
20210204,2021-02-04,2021,2,1,3,5,2021-02
20210205,2021-02-05,2021,2,1,4,5,2021-02
20210206,2021-02-06,2021,2,1,5,5,2021-02
20210207,2021-02-07,2021,2,1,6,5,2021-02
20210208,2021-02-08,2021,2,1,0,6,2021-02
20210209,2021-02-09,2021,2,1,1,6,2021-02
20210210,2021-02-10,2021,2,1,2,6,2021-02
20210211,2021-02-11,2021,2,1,3,6,2021-02
20210212,2021-02-12,2021,2,1,4,6,2021-02
20210213,2021-02-13,2021,2,1,5,6,2021-02
20210214,2021-02-14,2021,2,1,6,6,2021-02
20210215,2021-02-15,2021,2,1,0,7,2021-02
20210216,2021-02-16,2021,2,1,1,7,2021-02
20210217,2021-02-17,2021,2,1,2,7,2021-02
20210218,2021-02-18,2021,2,1,3,7,2021-02
20210219,2021-02-19,2021,2,1,4,7,2021-02
20210220,2021-02-20,2021,2,1,5,7,2021-02
20210221,2021-02-21,2021,2,1,6,7,2021-02
20210222,2021-02-22,2021,2,1,0,8,2021-02
20210223,2021-02-23,2021,2,1,1,8,2021-02
20210224,2021-02-24,2021,2,1,2,8,2021-02
20210225,2021-02-25,2021,2,1,3,8,2021-02
20210226,2021-02-26,2021,2,1,4,8,2021-02
20210227,2021-02-27,2021,2,1,5,8,2021-02
20210228,2021-02-28,2021,2,1,6,8,2021-02
20210301,2021-03-01,2021,3,1,0,9,2021-03
20210302,2021-03-02,2021,3,1,1,9,2021-03
20210303,2021-03-03,2021,3,1,2,9,2021-03
20210304,2021-03-04,2021,3,1,3,9,2021-03
20210305,2021-03-05,2021,3,1,4,9,2021-03
20210306,2021-03-06,2021,3,1,5,9,2021-03
20210307,2021-03-07,2021,3,1,6,9,2021-03
20210308,2021-03-08,2021,3,1,0,10,2021-03
20210309,2021-03-09,2021,3,1,1,10,2021-03
20210310,2021-03-10,2021,3,1,2,10,2021-03
20210311,2021-03-11,2021,3,1,3,10,2021-03
20210312,2021-03-12,2021,3,1,4,10,2021-03
20210313,2021-03-13,2021,3,1,5,10,2021-03
20210314,2021-03-14,2021,3,1,6,10,2021-03
20210315,2021-03-15,2021,3,1,0,11,2021-03
20210316,2021-03-16,2021,3,1,1,11,2021-03
20210317,2021-03-17,2021,3,1,2,11,2021-03
20210318,2021-03-18,2021,3,1,3,11,2021-03
20210319,2021-03-19,2021,3,1,4,11,2021-03
20210320,2021-03-20,2021,3,1,5,11,2021-03
20210321,2021-03-21,2021,3,1,6,11,2021-03
20210322,2021-03-22,2021,3,1,0,12,2021-03
20210323,2021-03-23,2021,3,1,1,12,2021-03
20210324,2021-03-24,2021,3,1,2,12,2021-03
20210325,2021-03-25,2021,3,1,3,12,2021-03
20210326,2021-03-26,2021,3,1,4,12,2021-03
20210327,2021-03-27,2021,3,1,5,12,2021-03
20210328,2021-03-28,2021,3,1,6,12,2021-03
20210329,2021-03-29,2021,3,1,0,13,2021-03
20210330,2021-03-30,2021,3,1,1,13,2021-03
20210331,2021-03-31,2021,3,1,2,13,2021-03
20210401,2021-04-01,2021,4,2,3,13,2021-04
20210402,2021-04-02,2021,4,2,4,13,2021-04
20210403,2021-04-03,2021,4,2,5,13,2021-04
20210404,2021-04-04,2021,4,2,6,13,2021-04
20210405,2021-04-05,2021,4,2,0,14,2021-04
20210406,2021-04-06,2021,4,2,1,14,2021-04
20210407,2021-04-07,2021,4,2,2,14,2021-04
20210408,2021-04-08,2021,4,2,3,14,2021-04
20210409,2021-04-09,2021,4,2,4,14,2021-04
20210410,2021-04-10,2021,4,2,5,14,2021-04
20210411,2021-04-11,2021,4,2,6,14,2021-04
20210412,2021-04-12,2021,4,2,0,15,2021-04
20210413,2021-04-13,2021,4,2,1,15,2021-04
20210414,2021-04-14,2021,4,2,2,15,2021-04
20210415,2021-04-15,2021,4,2,3,15,2021-04
20210416,2021-04-16,2021,4,2,4,15,2021-04
20210417,2021-04-17,2021,4,2,5,15,2021-04
20210418,2021-04-18,2021,4,2,6,15,2021-04
20210419,2021-04-19,2021,4,2,0,16,2021-04
20210420,2021-04-20,2021,4,2,1,16,2021-04
20210421,2021-04-21,2021,4,2,2,16,2021-04
20210422,2021-04-22,2021,4,2,3,16,2021-04
20210423,2021-04-23,2021,4,2,4,16,2021-04
20210424,2021-04-24,2021,4,2,5,16,2021-04
20210425,2021-04-25,2021,4,2,6,16,2021-04
20210426,2021-04-26,2021,4,2,0,17,2021-04
20210427,2021-04-27,2021,4,2,1,17,2021-04
20210428,2021-04-28,2021,4,2,2,17,2021-04
20210429,2021-04-29,2021,4,2,3,17,2021-04
20210430,2021-04-30,2021,4,2,4,17,2021-04
20210501,2021-05-01,2021,5,2,5,17,2021-05
20210502,2021-05-02,2021,5,2,6,17,2021-05
20210503,2021-05-03,2021,5,2,0,18,2021-05
20210504,2021-05-04,2021,5,2,1,18,2021-05
20210505,2021-05-05,2021,5,2,2,18,2021-05
20210506,2021-05-06,2021,5,2,3,18,2021-05
20210507,2021-05-07,2021,5,2,4,18,2021-05
20210508,2021-05-08,2021,5,2,5,18,2021-05
20210509,2021-05-09,2021,5,2,6,18,2021-05
20210510,2021-05-10,2021,5,2,0,19,2021-05
20210511,2021-05-11,2021,5,2,1,19,2021-05
20210512,2021-05-12,2021,5,2,2,19,2021-05
20210513,2021-05-13,2021,5,2,3,19,2021-05
20210514,2021-05-14,2021,5,2,4,19,2021-05
20210515,2021-05-15,2021,5,2,5,19,2021-05
20210516,2021-05-16,2021,5,2,6,19,2021-05
20210517,2021-05-17,2021,5,2,0,20,2021-05
20210518,2021-05-18,2021,5,2,1,20,2021-05
20210519,2021-05-19,2021,5,2,2,20,2021-05
20210520,2021-05-20,2021,5,2,3,20,2021-05
20210521,2021-05-21,2021,5,2,4,20,2021-05
20210522,2021-05-22,2021,5,2,5,20,2021-05
20210523,2021-05-23,2021,5,2,6,20,2021-05
20210524,2021-05-24,2021,5,2,0,21,2021-05
20210525,2021-05-25,2021,5,2,1,21,2021-05
20210526,2021-05-26,2021,5,2,2,21,2021-05
20210527,2021-05-27,2021,5,2,3,21,2021-05
20210528,2021-05-28,2021,5,2,4,21,2021-05
20210529,2021-05-29,2021,5,2,5,21,2021-05
20210530,2021-05-30,2021,5,2,6,21,2021-05
20210531,2021-05-31,2021,5,2,0,22,2021-05
20210601,2021-06-01,2021,6,2,1,22,2021-06
20210602,2021-06-02,2021,6,2,2,22,2021-06
20210603,2021-06-03,2021,6,2,3,22,2021-06
20210604,2021-06-04,2021,6,2,4,22,2021-06
20210605,2021-06-05,2021,6,2,5,22,2021-06
20210606,2021-06-06,2021,6,2,6,22,2021-06
20210607,2021-06-07,2021,6,2,0,23,2021-06
20210608,2021-06-08,2021,6,2,1,23,2021-06
20210609,2021-06-09,2021,6,2,2,23,2021-06
20210610,2021-06-10,2021,6,2,3,23,2021-06
20210611,2021-06-11,2021,6,2,4,23,2021-06
20210612,2021-06-12,2021,6,2,5,23,2021-06
20210613,2021-06-13,2021,6,2,6,23,2021-06
20210614,2021-06-14,2021,6,2,0,24,2021-06
20210615,2021-06-15,2021,6,2,1,24,2021-06
20210616,2021-06-16,2021,6,2,2,24,2021-06
20210617,2021-06-17,2021,6,2,3,24,2021-06
20210618,2021-06-18,2021,6,2,4,24,2021-06
20210619,2021-06-19,2021,6,2,5,24,2021-06
20210620,2021-06-20,2021,6,2,6,24,2021-06
20210621,2021-06-21,2021,6,2,0,25,2021-06
20210622,2021-06-22,2021,6,2,1,25,2021-06
20210623,2021-06-23,2021,6,2,2,25,2021-06
20210624,2021-06-24,2021,6,2,3,25,2021-06
20210625,2021-06-25,2021,6,2,4,25,2021-06
20210626,2021-06-26,2021,6,2,5,25,2021-06
20210627,2021-06-27,2021,6,2,6,25,2021-06
20210628,2021-06-28,2021,6,2,0,26,2021-06
20210629,2021-06-29,2021,6,2,1,26,2021-06
20210630,2021-06-30,2021,6,2,2,26,2021-06
20210701,2021-07-01,2021,7,3,3,26,2021-07
20210702,2021-07-02,2021,7,3,4,26,2021-07
20210703,2021-07-03,2021,7,3,5,26,2021-07
20210704,2021-07-04,2021,7,3,6,26,2021-07
20210705,2021-07-05,2021,7,3,0,27,2021-07
20210706,2021-07-06,2021,7,3,1,27,2021-07
20210707,2021-07-07,2021,7,3,2,27,2021-07
20210708,2021-07-08,2021,7,3,3,27,2021-07
20210709,2021-07-09,2021,7,3,4,27,2021-07
20210710,2021-07-10,2021,7,3,5,27,2021-07
